8.75083314,48.43549465,566.570
8.75103555,48.43574170,566.747
8.75123794,48.43599524,566.796
8.75145244,48.43625121,566.785
8.75166353,48.43651236,566.581
8.75188306,48.43677879,566.638
8.75210633,48.43704718,566.755
8.75233301,48.43731748,566.631
8.75256560,48.43758639,566.530
8.75280711,48.43785298,566.549
8.75330599,48.43838431,566.181
8.75356115,48.43865033,565.868
8.75382368,48.43891050,565.814
8.75408486,48.43916521,565.618
8.75434409,48.43941629,565.781
8.75460996,48.43966590,566.102
8.75488225,48.43990996,566.060
8.75515984,48.44014906,565.808
8.75544040,48.44038423,565.411
8.75572005,48.44061917,564.927
8.75599842,48.44085426,564.751
8.75627519,48.44108919,564.276
8.75655434,48.44132111,563.986
8.75682982,48.44155460,563.767
8.75710939,48.44178516,563.074
8.75739360,48.44200923,562.046
8.75767096,48.44223518,561.745
8.75795015,48.44245896,561.051
8.75822659,48.44267740,560.316
8.75850212,48.44289463,559.842
8.75877334,48.44310910,559.453
8.75905124,48.44332232,558.834
8.75932515,48.44353640,558.121
8.75960450,48.44374987,557.702
8.75987968,48.44396374,557.081
8.76015131,48.44417845,556.374
8.76043209,48.44439225,555.875
8.76071391,48.44460928,555.498
8.76099372,48.44482790,555.351
8.76127664,48.44504483,554.906
8.76155872,48.44526256,554.334
8.76184206,48.44548038,553.915
8.76212380,48.44570092,553.178
8.76241203,48.44592379,552.959
8.76269528,48.44614409,552.474
8.76298654,48.44636598,552.135
8.76327448,48.44658836,551.691
8.76356876,48.44680994,551.376
8.76385265,48.44703595,551.074
8.76413297,48.44726217,550.633
8.76440919,48.44749408,550.427
8.76468847,48.44772703,550.026
8.76496932,48.44795856,549.593
8.76525643,48.44818989,549.068
8.76554884,48.44842024,548.533
8.76584370,48.44864941,548.458
8.76614209,48.44888072,548.265
8.76643735,48.44910906,547.867
8.76673147,48.44933781,547.498
8.76702450,48.44956548,546.969
8.76731973,48.44979381,546.504
8.76761574,48.45002211,546.483
8.76790985,48.45024870,545.875
8.76820444,48.45047274,545.372
8.76849773,48.45069771,544.957
8.76879229,48.45092577,544.470
8.76908826,48.45115395,544.238
8.76938029,48.45138195,543.709
8.76967658,48.45160800,543.505
8.76997219,48.45183434,543.667
8.77026393,48.45206372,543.233
8.77055579,48.45229165,542.637
8.77085051,48.45252104,541.973
8.77114208,48.45275011,541.663
8.77143748,48.45298126,541.413
8.77173363,48.45321189,540.723
8.77203683,48.45344544,540.089
8.77233771,48.45368126,539.523
8.77264022,48.45391539,539.006
8.77293872,48.45415102,538.769
8.77324403,48.45439273,538.619
8.77355021,48.45463427,538.059
8.77386275,48.45487489,537.744
8.77416334,48.45511999,537.383
8.77446466,48.45535675,536.997
8.77475732,48.45559626,536.730
8.77505201,48.45583605,536.245
8.77534806,48.45607345,535.850
8.77564305,48.45630834,535.216
8.77593952,48.45654484,534.746
8.77623838,48.45678240,534.171
8.77652473,48.45702312,533.610
8.77680865,48.45726395,533.452
8.77708738,48.45750848,533.367
8.77736976,48.45775566,533.132
8.77765005,48.45800371,532.775
8.77792461,48.45825510,532.562
8.77820095,48.45850855,532.379
8.77847410,48.45875958,532.257
8.77873897,48.45901166,531.945
8.77899861,48.45927236,530.819
8.77926971,48.45952843,530.692
8.77953134,48.45978718,530.540
8.77978905,48.46004592,530.173
8.78004633,48.46030487,529.859
8.78029980,48.46056646,529.682
8.78055047,48.46082731,529.838
8.78079611,48.46109169,529.734
8.78103308,48.46135947,529.714
8.78542811,48.46686673,533.716
8.78562986,48.46713904,534.972
8.78583467,48.46741426,535.480
8.78603790,48.46769048,536.092
8.78624041,48.46797085,537.281
8.78644411,48.46825529,538.525
8.78664885,48.46853370,538.856
8.78685434,48.46881486,539.550
8.78706387,48.46908999,540.324
8.78726888,48.46937020,540.468
8.78747979,48.46964542,540.875
8.78769076,48.46992344,541.316
8.78791186,48.47019499,541.071
8.78813402,48.47046852,541.423
8.78835627,48.47074356,541.449
8.78856988,48.47102180,541.549
8.78879594,48.47128817,541.792
8.78902172,48.47156443,542.286
8.78925938,48.47184088,542.807
8.78949067,48.47211526,543.653
8.78973682,48.47238293,544.164
8.78998667,48.47264581,544.548
8.79023630,48.47290174,544.345
8.79049592,48.47316278,544.784
8.79075752,48.47342175,544.967
8.79102820,48.47368267,544.948
8.79130734,48.47394352,544.732
8.79159504,48.47420591,544.580
8.79188510,48.47446583,544.216
8.79218371,48.47472810,543.538
8.79248574,48.47499082,543.427
8.79278733,48.47525405,542.532
8.79309828,48.47551683,541.713
8.79341765,48.47578023,540.924
8.79374596,48.47603733,540.346
8.79408466,48.47629362,539.798
8.79441813,48.47654346,538.792
8.79475223,48.47678975,538.012
